TTPIAmapid_0378,,,,,bibid_00434$$bibid_00921,TTPIA Box 021 (TEMP),TTPIA Separated maps box 02,MICROFILM V10001 Reel 0029 Section 001$$Reel 0057 Section 003$$Reel 0059 Section 001,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: SK 232, Property sketch Lewetik, Paremkep, and Meitik area.",178.14.07 part 15. Land Commission. Ponape.,"Department of Resources and Development, Land and Survey",,1976,1116 pages,Text,archival record,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",eng,land claims$$land homesteads applications$$land register of land transactions,Pohnpei$$Net,,,,,,,Pohnpei,,,$$Net,,,1, folder,,; ,,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",,,00433,SK 232,75353(2),,retain,,01 of 01,,,,,,,Reel scan: automated use copy$$https://hdl.handle.net/10524/70622,UHM automated scan,Reel 0029 Frame 0000, , / 
TTPIAmapid_0385,,,,,bibid_00434$$bibid_00921,TTPIA Box 022 (TEMP),TTPIA Separated maps box 02,MICROFILM V10001 Reel 0029 Section 001$$Reel 0057 Section 003$$Reel 0059 Section 001,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Po.Dist. Sketch no. 143,178.14.07 part 23. Land Commission. Ponape.,"Department of Resources and Development, Land and Survey",,1978,1116 pages,Text,archival record,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",eng,land claims$$land homesteads applications$$land register of land transactions,Pohnpei,,,,,,,Pohnpei,,,,,,1, folder,,; ,,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",,,00433,Sketch no. 143,75353(2),,retain,,01 of 01,,,,,,,Reel scan: automated use copy$$https://hdl.handle.net/10524/70622,UHM automated scan,Reel 0029 Frame 0000, , / 
TTPIAmapid_0241,,,,,bibid_00983,TTPIA Box 014 Folder 33,TTPIA Separated maps box 02,MICROFILM V10001 Reel 0062 Section 024,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Y 6786 Land management office as converted from weather station.,178.12.05.01. Land Management office space. Yap.,"Department of Resources and Development, Land and Survey",,[1970],,Text,archival record,"Includes cartographic material, correspondence, and reports. New land management office space and transfer of old weather bureau, Yap District.",eng,land projects$$land transfers sales,Yap,,,,,Yap,,,,,,,,1, folder,,; ,,"Includes cartographic material, correspondence, and reports. New land management office space and transfer of old weather bureau, Yap District.",,maps in file but not on film,00987,Y 6786,95404(4),,retain,,01 of 01,,,,,,,Reel scan: automated use copy,UHM automated scan,Reel 0062 Frame 0127, , / 
TTPIAmapid_0372,,,,,bibid_00831,TTPIA Box 019 (TEMP),TTPIA Separated maps box 02,MICROFILM V10001 Reel 0053 Section 003,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Yap land commission and land registration offices.,178.14.05 part 2. Land Commission. Yap.,"Department of Resources and Development, Land and Survey",,[1975],4 folders,Text,archival record,"Includes cartographic material and correspondence. Determination of land ownership, Yap Islands.",eng,land hearings decisions ownership determination$$land tenure land customs,Yap,,,,,Yap,,,,,,,,1, folder,,; ,,"Includes cartographic material and correspondence. Determination of land ownership, Yap Islands.",,,00835,,75353(1),,retain,,01 of 01,0,0,0,,,,Reel scan: automated use copy,UHM automated scan,Reel 0053 Frame 0020, , / 
TTPIAmapid_0392,,,,,x,TTPIA Box 023 (TEMP),TTPIA Separated maps box 02,xxnot filmed?,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Tanapag redevelopment project.,178.15.02 part 2. Homesteading. Mariana Islands.,"Department of Resources and Development, Land and Survey",,,,Text,archival record,Includes administrative records and cartographic material.,eng,land homesteads$$land homesteads deeds,Northern Mariana Islands$$Saipan$$Tanapag ,,Northern Mariana Islands,,,,,,,,$$Saipan$$Tanapag ,,,1, folder,,; ,,Includes administrative records and cartographic material.,,,,,,,retain,,01 of 01,,,,,,,,,, , / 
TTPIAmapid_0379,,,,,bibid_00434$$bibid_00921,TTPIA Box 021 (TEMP),TTPIA Separated maps box 02,MICROFILM V10001 Reel 0029 Section 001$$Reel 0057 Section 003$$Reel 0059 Section 001,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: overlay of photo 1-60 flight line 9, Temwen Island, Madolenihmw Municipality.",178.14.07 part 16. Land Commission. Ponape.,"Department of Resources and Development, Land and Survey",,,1116 pages,Text,archival record,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",eng,land claims$$land homesteads applications$$land register of land transactions,Pohnpei$$Temwen Island$$Madolenihmw Municipality,,,,,,,Pohnpei,,,$$Temwen Island$$Madolenihmw Municipality,,,1, folder,,; ,,"Includes cartographic material, correspondence, images, and reports. Land determination of ownership, inquiry and notice, hearings, land claims and applications for registration of land parcel, Ponape. Periodical: Ponape Land Gazette (OCoLC: 11558950). Determination of land ownerships, Ponape. Preliminary inquiry, land notice, hearings, land claims and applications for registration of land parcel. Periodical: Ponape Land Gazette.",,,00433,,75353(2),,retain,,01 of 01,,,,,,,Reel scan: automated use copy$$https://hdl.handle.net/10524/70622,UHM automated scan,Reel 0029 Frame 0000, , / 
TTPIAmapid_0037,TTPIAIid_00596,,,,x,TTPIA Box 013 Folder 09,TTPIA Separated maps Box 01,xxnot filmed?,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: Drawing 2063/68, proposed staff housing, lot 2 block 19, San Antonio Village.","178.11.02.01. Land for staff housing, Saipan. San Antonio.","Department of Resources and Development, Land and Survey",,1968,1 map,Text,archival record,A map.,eng,land acquistion$$land acquistion titles$$public works buildings housing,Northern Mariana Islands$$Saipan,,Northern Mariana Islands,,,,,,,,$$Saipan,,,1, map,,; ,,A map.,,,,,,,retain,item,01 of 01,0,0,0,"Map 1: Drawing 2063/68, proposed staff housing, lot 2 block 19, San Antonio Village.",,,,,, , / 
TTPIAmapid_0011,TTPIAIid_00188,,,,bibid_01031,TTPIA Box 003 Folder 03,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0064 Section 016,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Proposed NAVAIDS site,178.02.24 part 1. Palau District Legislature resolutions relating to lands in Palau District.,"Department of Resources and Development, Land and Survey",,1968,1 map,Text,archival record,A map.,eng,land claims$$legal laws regulations and rules land laws$$political and social development political district government district legislatures,Palau,,,,Palau,,,,,,,,,1, map,,; ,,A map.,,,01035,SK 295-68,95401(1),file title + # match,retain,item,01 of 01,0,1,0,"Publication: Constitution of the State of Peleliu = Uchetemel a Llach er a Beluu er a Beliliou: Peleliu Constitutional Convention, August 9-September 11, 1982. Map1: SK-295-68, Proposed NAVAIDS site, Ngerchelong",,,Reel scan: automated use copy,UHM automated scan,Reel 0064 Frame 0214, , / 
TTPIAmapid_0060,TTPIAIid_00601,,,,bibid_00911,TTPIA Box 013 Folder 14,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0056 Section 031,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01 : serial no. 57 map no. R-2, as-build administration area.",178.11.02.06. Staff housing. Rota,"Department of Resources and Development, Land and Survey",,1972,1 map,Text,archival record,A map.,eng,land acquistion$$land acquistion titles$$public works buildings housing,Northern Mariana Islands$$Rota,,Northern Mariana Islands,,,,,,,,$$Rota,,,1, map,,; ,,A map.,,,00915,,95404(3),,retain,item,01 of 01,0,0,0,"Map 1 : serial no. 57 map no. R-2, as-build administration area.",,,Reel scan: automated use copy,UHM automated scan,Reel 0056 Frame 0176, , / 
TTPIAmapid_0187,TTPIAIid_00634,,,,x,TTPIA Box 014 Folder 15,TTPIA Separated maps Box 01,xxnot filmed?,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: 702-595 3H/N1-1/11493 Proposed boundary area 3H.,"178.12.02.10. Reefer plant, Tinian","Department of Resources and Development, Land and Survey",,1956 / 1971,1 map,Text,archival record,A map.,eng,public works buildings,Northern Mariana Islands$$Tinian,,Northern Mariana Islands,,,,,,,,$$Tinian,,,1, map,,; ,,A map.,,,,,,,retain,item,01 of 01,0,0,0,Map 1: 702-595 3H/N1-1/11493 Proposed boundary area 3H.,,,,,, , / 
TTPIAmapid_0036,TTPIAIid_00595,,,,bibid_00908,TTPIA Box 013 Folder 08,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0056 Section 028,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: San Vicente redevelopment.,"178.11.02. Land for government staff housing in Saipan, Mariana Islands. ","Department of Resources and Development, Land and Survey",,1968 / 1974,1 map,Text,archival record,A map.,eng,housing assignment and vacancy card files individual housing unit cards$$land acquistion$$land surveys surveying,Northern Mariana Islands$$Saipan,,Northern Mariana Islands,,,,,,,,$$Saipan,,,1, map,,; ,,A map.,,,00912,,95404(3),,retain,item,01 of 01,0,0,0,Map 1: San Vicente redevelopment.,,,Reel scan: automated use copy,UHM automated scan,Reel 0056 Frame 0159, , / 
TTPIAmapid_0186,TTPIAIid_00633,,,,x,TTPIA Box 014 Folder 14,TTPIA Separated maps Box 01,xxnot filmed?,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: R-6823 Rota Civic Center.,"178.12.02.09. Courthouses, Rota","Department of Resources and Development, Land and Survey",,1971 / 1972,1 map,Text,archival record,A map.,eng,public works buildings,Northern Mariana Islands$$Rota,,Northern Mariana Islands,,,,,,,,$$Rota,,,1, map,,; ,,A map.,,,,,,,retain,item,01 of 01,0,0,0,Map 1: R-6823 Rota Civic Center.,,,,,, , / 
TTPIAmapid_0003,TTPIAIid_00020,,,,bibid_07812,TTPIA MISC box 01,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0465 Section 002$$Reel 0466 Section 002,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: 001-A-00 Cadastral plat Kolonia sub division, Komunlaid area.",001 A 00. Lease agreements. Ponape.,,,1971 / 1974,1 map,Text,archival record,A map.,eng$$pon,land acquistion titles$$land leases,Pohnpei,,,,,,,Pohnpei,,,,,,1, map,,; ,,A map.,,,07842$$08072,,?,,retain,item,01 of 01,0,0,0,"Map 1: 001-A-00 Cadastral plat Kolonia sub division, Komunlaid area.",,,,,Reel 0465 Frame 0005$$Reel 0466 Frame 0001, , / 
TTPIAmapid_0004,TTPIAIid_00021,,,,bibid_07812,TTPIA MISC box 01,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0465 Section 002$$Reel 0466 Section 002,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: 002-A-00 Cadastral plat Kolonia sub division, Kapinle area.",002 A 00. Lease agreements. Ponape.,,,1971 / 1974,1 map,Text,archival record,A map.,eng$$pon,land acquistion titles$$land leases,Pohnpei,,,,,,,Pohnpei,,,,,,1, map,,; ,,A map.,,,07842$$08072,,?,,retain,item,01 of 01,0,0,0,"Map 1: 002-A-00 Cadastral plat Kolonia sub division, Kapinle area.",,,,,Reel 0465 Frame 0005$$Reel 0466 Frame 0001, , / 
TTPIAmapid_0005,TTPIAIid_00022,,,,bibid_07812,TTPIA MISC box 01,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0465 Section 002$$Reel 0466 Section 002,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: 003-A-00 Cadastral plat Kolonia sub division, Kepinle area.",003 A 00. Lease agreements. Ponape.,,,1971 / 1974,1 map,Text,archival record,A map.,eng$$pon,land acquistion titles$$land leases,Pohnpei,,,,,,,Pohnpei,,,,,,1, map,,; ,,A map.,,,07842$$08072,,?,,retain,item,01 of 01,0,0,0,"Map 1: 003-A-00 Cadastral plat Kolonia sub division, Kepinle area.",,,,,Reel 0465 Frame 0005$$Reel 0466 Frame 0001, , / 
TTPIAmapid_0159,TTPIAIid_00621,,,,bibid_00933,TTPIA Box 014 Folder 04,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0058 Section 012,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Layout of education health finance complex.,178.12.01. Government buildings. TTPIHQ.,"Department of Resources and Development, Land and Survey",,1972 / 1979,1 map,Text,archival record,A map.,eng,land acquistion$$land homesteads certificates of compliance$$public works construction maintenance and repairs alterations and additions,Northern Mariana Islands,,Northern Mariana Islands,,,,,,,,,,,1, map,,; ,,A map.,,,00937,,95404(3),,retain,item,01 of 01,0,0,0,Map 1: Layout of education health finance complex.,,,Reel scan: automated use copy,UHM automated scan,Reel 0058 Frame 0081, , / 
TTPIAmapid_0154,TTPIAIid_00617,,,,bibid_00930,TTPIA Box 014 Folder 01,TTPIA Separated maps Box 01,MICROFILM V10001 Reel 0058 Section 009,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: [Tanapag area],178.12.00. Government buildings. General.,"Department of Resources and Development, Land and Survey",,1976 / 1980,1 map,Text,archival record,A map.,eng,land acquistion$$public works buildings$$public works buildings housing,Northern Mariana Islands$$Saipan,,Northern Mariana Islands,,,,,,,,$$Saipan,,,1, map,,; ,,A map.,,,00934,,95404(3),,retain,item,01 of 01,0,0,0,Map 1: [Tanapag area],,,Reel scan: automated use copy,UHM automated scan,Reel 0058 Frame 0054, , / 
TTPIAmapid_0417,,,,,bibid_01019,TTPIA Box 026 (TEMP),TTPIA Separated maps box 02,MICROFILM V10001 Reel 0065 Section 007,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: Southfield homestead area.,178.15.06 part 1. Homesteading. Truk.,"Department of Resources and Development, Land and Survey",,1960,2 folders,Text,archival record,"Includes cartographic material, correspondence, and reports. Quitclaim deeds for village homestead lot, agricultural track, Truk District.",eng,land homesteads$$land homesteads deeds,Chuuk$$Moen Island$$Southfield,,,,,,Chuuk,,,,$$Moen Island$$Southfield,,,,,,; ,,"Includes cartographic material, correspondence, and reports. Quitclaim deeds for village homestead lot, agricultural track, Truk District.",,,01023,,75353(4),,retain,,01 of 01,,,,,,,Reel scan: automated use copy,UHM automated scan,Reel 0065 Frame 0210, , / 
TTPIAmapid_0442,,,,,bibid_08197,TTPIA MISC Box 07,TTPIA Separated maps box 13,MICROFILM V10001 Reel 0481 Section 018,No copyright in the US,"Department of Public Works, Engineering and contruction","Map 01: A-6572, proposed housing unit using standard classroom building.","Buildings, schools, hospitals, and houses.",,1980-1987,1964,50 pages,Text,archival record,Includes correspondence. ,eng,public works buildings hospitals and dispensaries$$public works buildings housing$$public works buildings schools,Pacific Islands (Trust Territory),Pacific Islands (Trust Territory),,,,,,,,,,,,,,,; ,,Includes correspondence. ,,,,A-6572,,,,,01 of 01,,,,,,,,,Reel 0481 Frame 0102, , / 
TTPIAmapid_0467,,,,,bibid_08191,TTPIA MISC Box 07,TTPIA Separated maps box 13,MICROFILM V10001 Reel 0481 Section 012,No copyright in the US,Department of Public Works,"Map 01: SK H-16/64, Moen.","Public works 8. Roads, bridges.",,1980-1987,1964,25 pages,Text,archival record,Includes correspondence. ,eng,public works construction maintenance and repairs planning and development$$public works roads and bridges,Chuuk$$Moen,,,Chuuk,,,,,,,$$Moen,,,,,,; ,,Includes correspondence. ,,,,Public works 8,,,,,01 of 01,0,0,0,"Map 01: SK H-16/64, Moen.",,,,,Reel 0481 Frame 0069, , / 
TTPIAmapid_0316,,,,,bibid_01000,TTPIA Box 015 Folder 20,TTPIA Separated maps box 02,MICROFILM V10001 Reel 0062 Section 040,No copyright in the US,"Department of Resources and Development, Land and Survey",Map 01: SK 3P 002/70 Ebeye police station site.,"178.12.08.06. Police, fire, and jail building. Ebeye.","Department of Resources and Development, Land and Survey",,1970,3 folders,Text,archival record,"Includes cartographic material, correspondence, and reports. Allocation of land for construction of police, fire department, and jail at Ebeye Atoll, Marshall Islands.",eng,land leases government land$$public works construction maintenance and repairs$$public works construction maintenance and repairs projects,Marshall Islands$$Kwajalein Atoll$$Ebeye Island,,,,,,,,,Marshall Islands,$$Kwajalein Atoll$$Ebeye Island,,,,,,; ,,"Includes cartographic material, correspondence, and reports. Allocation of land for construction of police, fire department, and jail at Ebeye Atoll, Marshall Islands.",,,01004,SK 3P 002/70,95404(4),,retain,,01 of 01,0,0,0,,,,Reel scan: automated use copy,UHM automated scan,Reel 0062 Frame 0205, , / 
TTPIAmapid_0263,,,,,bibid_00977,TTPIA Box 015 Folder 04,TTPIA Separated maps box 02,MICROFILM V10001 Reel 0062 Section 018,No copyright in the US,"Department of Resources and Development, Land and Survey","Map 01: 6008/72 Survey of radio station and recreation field lots 60098, 61122-61126.",178.12.06.03. WSZC radio. Truk.,"Department of Resources and Development, Land and Survey",,1972,1 folder,Text,archival record,"Includes administrative records, cartographic material, correspondence, and reports. Land for capital improvement project, Truk Islands. agreements, deeds, applications.",eng,land agreements$$land homesteads applications$$land homesteads deeds,Chuuk,,,,,,Chuuk,,,,,,,,,,; ,,"Includes administrative records, cartographic material, correspondence, and reports. Land for capital improvement project, Truk Islands. agreements, deeds, applications.",,,00981,6008/72,95404(4),,retain,,01 of 01,0,0,0,,,,Reel scan: automated use copy,UHM automated scan,Reel 0062 Frame 0087, , / 
